pH,Humidity,Air Temp
7,94.3,6.8
6,88.9,5.8
6,86,13.2
7,89.5,13.7
6,85.7,23.5
6,79.6,23.4
6,80.8,27.9
4.8,89.2,28.6
6.1,79.3,18.9
6.3,88.8,25
4.8,80.3,24.6
6.1,78.1,22.2
6.3,76.5,27
5.8,85.5,24.1
6.5,72.2,12.8
7,83.8,13.9
4.9,83.9,17.4
7,87.7,25.8
7.4,82.2,20.2
7.3,82.3,22.3
6,88.9,24.3
6.5,73.3,17.9
6.1,85.8,25.1
6.6,93.7,19.6
5.6,96.5,21.7
5.8,96.6,19.5
7.7,89.5,20.6
7.9,79.2,21.3
7,77.3,19.3
8.2,76.6,21.4
7.8,76.2,17.3
8.2,93.1,20.4
6.6,82.8,18.7
7.1,77.2,19.6
6.5,75.6,28.4
6.9,76.2,22.2
7.6,69.1,26
7.4,98.6,17.5
6.8,92.6,15.1
6.9,88.3,17.2
7.5,76.7,19.6
5.2,81.8,17.7
5.4,90.1,14.1
5.5,91.5,16.5
5.4,90.9,18.9
5.5,84.7,20.5
5.5,77.9,24.8
4.7,90.2,24.4
6,69.8,32.6
7.7,81,28.9
7.3,93.8,30.3
6.6,89.4,33.3
6.7,88.1,31.3
6.1,78.5,32.3
6,100,31.7
5.3,85.5,32.2
5.3,68.8,30.7
6,59.8,32.7
5.3,94.6,29.7
7,87.5,32.2
6,57.7,31.5
7.7,69.2,32
4.9,53.5,32.5
7.5,71.2,31.5
5.3,58.6,32.7
7,64.7,32.7
8.5,56.2,31.2
6.4,64.3,29.9
6.4,77.1,28.6
6.4,75.6,24.9
6.4,57.3,29
6.4,51.6,28.8
4,56.6,39
5,52.6,33
5,55.8,29
5,74.6,26
5,68.3,26
4,66.8,30
4,65.8,31
4,53.9,29
6,89.1,28
6,76.4,22
6,66.7,22
6.4,52.8,26
6.4,55.2,26
6.4,56,25
6.4,34,25
6.4,23,25
6.4,17,33
6.4,17,30
5.5,17,28
5,17,28
8,18,31
8,30.2,25
8,36,19.8
7,26,23
7.6,27,5.7
7.4,32,9.6
7.9,36,8
6.7,41,9.6
6.2,37,9.8
6.1,28,11.5
6.6,41,9.9
6.4,32.7,11.5
8,30.7,9.7
7,16,7.2
6.7,43,3.4
9.2,16,3.2
8.4,47,3.3
9.2,39,7.6
9.5,49,10.9
8.8,30,17.7
6.9,28,14.4
7.3,36,13.3
2,26,10.6
7.3,38,5.6
7.8,19,7.9
7,21,19.7
5.7,30,20.8
6.7,27,27.3
7.1,32,18.3
7,32,25.3
5.7,43,17.8
6.7,40,19.8
5.3,38,21.6
5.7,38,26.1
5,37,27.6
5.7,34,16.3
7,56,12.9
6,33,15.8
5.5,31,12.4
7,43,17.9
5,41,12.1
6,42,17.7
7,31,19.6
9,46,14.2
8.7,31,16
8.2,31,20.8
7.5,27,16.4
8.6,32,18.7
9.3,25,15.5
9.2,18,19.6
8.7,29,20.3
8.6,37,18.6
9.2,20,16.6
8.6,65,26.2
8.9,35,29.6
9.1,45,30
8.4,76,20.7
9.2,75,19.6
8.9,74,11.7
9.2,73,12.7
8.7,72,10.7
9.3,78,9
8.7,64,14
9.4,69,10.2
8.9,68,11.8
9.2,67,15.3
9.2,66,9.9
8.5,65,6.7
8.9,60,3.8
7.8,79.9,9.7
8.7,87,6.3
8.6,85,5.1
8.6,83,-0.3
8.5,84,-3
9.2,82,3.3
8.5,81,0.8
8.6,86,-1.5
8.6,83,6.4
8.5,76,-0.8
9.2,78,8.3
8.9,80,8.4
9.2,82,-3.8
9.1,67,0.3
9.4,87,9.5
8.5,69,2.5
8.9,78,5.3
8.6,68,8.4
8.9,76,8
8.6,68,6.3
9.2,78,3.8
8.6,67,5
8.6,65,6.4
8.6,65,4.3
8.9,87,0.9
9.2,35,2.6
8.8,87,4
8.9,36,-0.9
8.8,69,0.3
8.6,44,2.4
9.3,55,-1.6
8.7,60,-4.8
9.4,43,-8
8.9,34,-7.6
9.3,44,-6.3
8.6,43,-8
8.9,60,-8.3
9.1,76,-5.3
8.6,56,-3.3
9.2,64,-4.4
7.3,68,-3.2
6,44,-6.6
5.4,56,-8.5
4.7,36,-6.4
4.6,33,-9.3
4.9,32,-14
9.1,54,-6.7
8.2,60,-5.2
4.7,54,-7.2
6.5,54,-4.8
6,56,-4.1
5,44,-1.7
9,55,0.5
5.2,54,3.5
9.2,54,2.3
7,64,-5.3
6.6,67,0.1
4.7,50,2.1
4.1,65,-8.8
9.2,48,-7.9
9,39,-4.5
8,45,-7.4
8,88,-5.9
8,55,-3.6
8,40,-1.2
7.4,17,-8.6
8.9,40,-13.3
8.9,40,-8.7
9.1,40,-5.5
9.3,40,-11.8
7,40,2.4
6,40,0.8
6,40,-4.9
9.4,17,-13.7
6.5,40,-11.5
9,40,-7.3
7.4,40,-7.9
6.5,40,-6.2
8.3,40,-4
7.8,60,-5
8.7,65,-12.2
9.6,40,-10.6
9.7,33,-14.6
10.6,45,-15.4
9.1,65,-19.6
9.5,45,-13.2
9,45,-10.8
9,43,-10.2
9.5,43,-10.8
8.7,45,-23.3
9.3,43,-20.7
9,61,-22.4
8.5,63,-20.3
8.2,65,-21.7
8.8,63,-24
10.1,61,-24.6
8.7,65,-13.7
8.8,61,-5.9
8.7,51,1.9
8.8,57,-3.4
9.2,51,-13.1
8.8,45,-6
8.9,43,-8.4
9.4,41,-20.7
8.2,43,-14.7
8.2,41,-12.4
9.8,51,-9.7
9.2,41,-9.8
9.4,45,-8.6
8.9,45,-4.2
8.6,51,-11.9
8.8,55,-7.1
9.1,51,-10.2
8.4,44,-7.4
8.9,44,-7
8.9,44,-4.3
7.8,49,-4.1
9.7,40,-8
9.1,41,-18.8
8.2,32,-16.8
8.2,45,-13.2
8.8,43,-9.2
9.6,45,-4.7
8.9,46,-10.3
8.9,40,-20
8.2,53,-19.9
9.2,55,-6.3
8.3,51,-4.3
9.1,55,-3.9
8.5,60,-6.4
9.3,60,3.3
9.1,60,3.2
8.1,62,4.9
8.9,59,-2.4
8.8,60,0.2
9.8,60,2.4
9.3,45,-7
8.6,45,-3.6
9.3,44,3.3
9.1,60,-1.4
8.2,60,2.1
8.6,61,1.3
8.7,44,5.1
8.5,56,10.1
9,56,-2
7.9,53,1.3
9.5,60,24
9.5,55,24
9.7,54,19.5
9,60,16
9.3,60,23
8.7,55,22
8.6,50,29.3
9.9,55,17.9
9.5,56,16.6
8.7,54,33
9.5,62,4
8.4,66,6.9
8.7,53,4.3
9.1,56,-4.4
9,50,19.8
8.8,52,15.4
9.6,60,14.8
8.7,60,14.3
8.7,60,13.1
8.5,60,11.4
8.9,56,20.5
8.9,54,20.2
8.1,60,24
9.3,60,15.5
11.9,65,7.9
8.8,60,8.9
8.6,55,8.3
9,50,6.1
9.6,60,3.1
8.8,61,4.7
9.1,60,-1.5
8.6,55,-4.1
8.4,62,5.1
8.6,59,4.3
8.4,21,11.9
8.8,25,11.9
9.3,25,2.4
9.1,21,10.6
9.1,21,11.3
9.2,25,8.4
8.6,21,10.3
8.4,22,2.8
9.2,33,2.7
8.9,28,3.3
9.3,25,1.2
7.3,20,10.5
9.2,25,10.8
9,25,9.4
9,25,7.2
9.1,26,3.8
7,25,9
7.4,25,9
6.5,25,8
7.2,21,15.1
7.8,26,15.7
7.2,30,18.3
6,24,17.1
8.7,25,17
9,25,17
7.8,29,11.7
7.2,32,16
7.2,30,14
8.9,34,15.5
8.7,39,16.4
9.2,28,13.5
9,22,16
7.2,24,10.8
8.2,25,20
8.3,25,20
6.9,47,14
8.2,34,13
7.9,25,22.8
7.8,31,26
7.6,20,22.6
7.6,23,25.8
6.9,23,23.7
5,31,23.7
6.3,34,22.6
4.8,34,22
9.3,29,26
9.3,26,27
9.3,20,33.1
9.3,20,18.6
9.3,24,21.3
9.3,30,20
9.3,22,27
9.3,24,24
9.3,28,32
9.3,26,33
9.3,21,31
9.3,33,33.5
9.3,26,34.6
9.3,21,26
9.3,23,27
9.3,30,28
9.3,25,18.3
9.3,32,26.5
9.3,36,34
9.3,38,16.9
9.3,35,25
9.3,29,24
9.3,34,24.9
9.3,36,14.6
9.3,37,19.3
7.9,36,20.9
7.6,26,24.7
6.8,31,12
6,29,24.9
5.8,30,22.8
4,24,22
4.5,27,14
4.5,28,19.9
4.5,31,11.2
5.5,21,16.5
5.5,26,17.1
4,23,10
6,21,13
5,22,10
5,28,13
6,22,8
5.7,22,8
4.7,29,9
6.6,24,10
6.9,22,4.1
7.1,21,4
6.3,50,3
7.5,31,5
8.4,26,1.7
8,35,8.9
8.3,23,9.1
8.6,26,4
8.5,23,3.8
9.2,24,1.2
8.5,25,12.5
8.8,25,1.4
9.4,24,1
9,20,9.6
8.3,22,8
8,25,5.3
7.6,21,16
7.7,21,15.8
8.9,21,23.5
6.5,25,22
5.7,26,19.8
7.1,29,12.5
6.2,25,13.9
5.8,25,17.2
6,22,30.1
6.7,26,31.2
6.3,25,9
6.4,37,9
6.2,33,12
6.6,33,26
6.3,33,25
6.3,30,25
6.2,35,15
6.2,27,8
6.5,27,8
6.4,27,6
6.4,28,14
6.3,27,9
6.3,28,8
5.6,25,12
5.9,25,7
6.3,36,11
6.2,25,12
6.6,25,17
6,35,25
7.6,25,26
7.2,26,27
6.8,25,27
6.5,25,26
7.3,27,13.5
7.2,25,15
7.5,26,15.5
7.5,25,11
7.2,25,11
6.4,25,13.5
6,56,13.5
7.8,38,19.3
6.4,36,21.7
6,22,20.5
6.6,47,26.5
6.6,30,16.8
7.2,59,20.3
8.3,30,28
7.8,28,28
8.1,60,28
8.5,76,27
8.5,55,7
5.8,55,5
3,32,5
3.5,29,10
6.7,31,18
4.8,45,19
6.9,67,21
6.5,100,21
6.4,58,19
6.4,52,19
8.8,40,23
4,29,20
4,51,16
4,58,18
6.7,28,17
7,40,12.5
6.7,75,11
6.4,57,12.5
6.1,66,11
6.5,46,12
6.4,66,19
6,67,16
4.7,61,15
4.7,44,5
6.5,46,1
8.5,49,0
7.5,40,4
5.5,40,5
5.5,49,2.5
5.5,44,9.5
5.2,39,7
5.5,48,11
5.5,39,10.5
5.2,50,11
4.7,47,8
4.5,60,6.5
4.5,47,8
4.5,51,7
7,45,9
5,45,11
7.3,39,12
5.5,46,2
6,53,-1
4,35,2.5
4.5,38,3
4.3,53,1
5.8,50.3,0
5.2,55,1
9.3,53,-1
5.2,70,-2
5.6,48,0
4.8,48,2
5.4,49,2
6.9,63.8,3
5.5,64,2
5.8,49,6
5.3,60,7
5,56,11
5,56,9
5.3,40,3
4,48,7
5.6,43,4
5,40,5
3.9,36,2
8.8,40,7
4.5,74,5
4.9,87,11
5,67,8
5,74,12
6,77,4
6.6,69,10
6.9,67,12
7,78,12
7.3,76,15
5,67,14
7,67,15
5,77,12
7,72,3
7,38,3
5.3,60,11
5,70,14
6.5,57,16
5.5,55,22
7.1,59,18
7.4,57,14
7.6,51,15
7.4,53,18
4.8,56.4,20
5.2,82,20
6,76,24
4.8,67,24
5,67,24
5.8,61,23
6.4,73,27
4.7,46,27
5,44,14
5.8,50,17
6.3,47,19
4.8,39,22
5,75,20
5.8,55,16
4.8,44,15
5,46,15
5.8,45,12
7.7,47,9
7.5,59,10
7.8,41,4
7.7,41,4
4,46,7
4.3,38,4
4.9,38,4
4.7,56,3
8.4,46,3
8,46,12
6.9,71,3
5.4,48,5
3.9,37,-2
7,57,5
7,53,9
7.5,39,9
7.4,31,13
6.5,51,15
5.5,41,15
7.5,20,18
7.5,40,15
5.4,70,23
5.9,47,5
6.7,60,17
6.6,54,15
6,45,13
5.3,38,13
6.2,55,11
5.6,63,11
5.4,40,12
5.8,42,11
6.4,83,14
6.7,84,14
6.1,70,19
6.1,38,17
6.1,38,19
6.3,81,14
6.1,44,20
6.7,41,18
6.8,61,18
6.1,41,14
7.1,52,8
6.9,50,6
7.2,55,2
7,57,-3
7,53.1,0
7,86,-1
7,44.3,3
7,58,2
7,50,6
7,61.8,6
7,80,2
7,73,2
7,53,1
7,59,4
4.2,66,2
4.2,66,10
13,48.6,11
8,41,6
7.7,50,7
7.3,59,3
7.3,54,-2
7.7,45,-1
8,57.1,2
8.7,63,1
8.8,61,-3
8.7,43,3
8.8,54.2,1
9.2,54.4,-1
8.8,51,3
8.9,51,-1
9.4,46,5
8.2,64,5
8.2,56,2
9.8,63,-3
9.2,49,-2
9.4,58,-1
8.9,64,0
8.6,1,3
8.8,64,0
9.1,47,13
8.4,43,3
8.9,62,10
8.9,61,9
7.8,52,9
9.7,44,7
9.1,56,13
8.2,56.8,13
8.2,57,21
8.8,55,11
9.6,59,16
8.9,59,16
8.9,53,18
8.2,60,16
9.2,57.1,16
8.3,51,15
9.1,62,13
8.5,48,14
9.3,57,14
9.1,61,11.9
8.1,53,12
8.9,14,5
8.8,35,3
9.8,18,3
9.3,51,3
8.6,20,3
9.3,18,3
9.1,20,6
8.2,18,7
8.6,17,6
8.7,18,6
8.5,17,5
9,23,5
7.9,25,2
9.5,19,-3
9.5,16,-3
9.7,19,9
9,17,16
9.3,18,16
8.7,18,15
8.6,18,20
9.9,19,18
9.5,17,16
8.7,14,15
9.5,17,19
8.4,17,18
8.7,16,10
9.1,15,11
9,15,22
8.8,16,25
9.6,13,13
8.7,60,18
8.7,18,13
8.5,15,18
8.9,18,17
8.9,18,20
8.1,100,25
9.3,24,17
11.9,20,15
8.8,20,14
8.6,38,14
9,62.5,15
9.6,74.3,13
8.8,66.8,19
9.1,60.6,19
8.6,62.8,20
8.4,67.8,21
8.6,56.8,8
8.4,65.2,9
8.8,72.8,13
9.3,72.5,17
9.1,70.7,20
9.1,67,19
9.2,75.2,19
8.6,71.1,16
8.4,74.2,19
9.2,53.5,20
8.9,82.3,20
9.3,75.5,21
7.3,51.5,23
9.2,65.1,18
9,24.5,17
9,85.5,16
9.1,69.3,15
7,71.8,16
7.4,42.3,25
6.5,61.2,30
7.2,60.6,30
7.8,68.3,25
7.2,64.9,28
6,63.6,25
8.7,74.5,20
9,79.9,20
7.8,65.1,25
7.2,61.7,20
7.2,67.8,20
8.9,78.2,25
8.7,61,28
9.2,56.2,25
9,54.4,28
7.2,56.8,20
8.2,66,25
8.3,70.9,30
6.9,31.5,28
8.2,31.5,28
7.9,64.4,20
7.8,57.7,26
7.6,59.8,28
7.6,65.9,30
6.9,55.9,31
5,65.2,32
6.3,63.4,32
4.8,70.8,28
9.3,74,5
9.3,61,6
9.3,76.2,8
9.3,82.1,8
9.3,90.2,10
9.3,79.3,11
9.3,79.3,13
9.3,85.1,16
9.3,82.3,15
9.3,75.5,10
9.3,83.2,9
9.3,83.2,17
9.3,89.1,21
9.3,89.1,7
9.3,74.5,10
9.3,67,13
9.3,78.6,17
9.3,80.9,16
9.3,80.8,10
9.3,80.8,18
9.3,96.9,18
9.3,65,18
9.3,76.4,14
9.3,73.8,18
9.3,86.6,16
7.9,61.9,14
7.6,67.1,15
6.8,77.3,15
6,55.7,16
5.8,55.7,13
4,64.3,17
4.5,65.8,16
4.5,60.6,16
4.5,77.2,15
5.5,64.1,9
5.5,72.9,10
4,70.5,15
6,66.5,15
5,72.3,15
5,74.4,12
6,61.5,14
5.7,60.2,16
4.7,78.8,15
6.6,33.4,15
6.9,73.9,14
7.1,86.2,10
6.3,30.3,14
7.5,47,15
8.4,22,15
8,23,16
8.3,18,12
8.6,33,14
8.5,67,15
9.2,57,19
8.5,35,17
8.8,42.5,21
9.4,42,24
9,52,22
8.3,53,1
8,36,3
7.6,90,4
7.7,47.5,1
8.9,24.6,2
6.5,45,4.7
5.7,40,11
7.1,35.4,1
6.2,49.9,-1
5.8,53.4,2
6,48.4,8
6.7,56.2,10
6.3,59.3,11
6.4,59.3,12
6.2,74.5,14
6.6,47.4,14
6.3,55.7,16
6.3,48.9,17
6.2,38.4,16
6.2,53.2,11
6.5,54.2,12
6.4,43.7,22
6.4,44.9,8
6.3,57.4,10
6.3,60,14
5.6,57,18
5.9,47.2,21
6.3,70,14
6.2,57.6,20
6.6,47.3,20
6,34.6,20
7.6,45.8,23
7.2,34.4,13
6.8,42.2,18
6.5,17,16
7.3,16,13
7.2,16,6
7.5,16,8
7.5,65,9
7.2,28,11
6.4,13,13
6,15,13
7.8,11,16
6.4,60,18
6,15,17
6.6,20,11
6.6,40,11
7.2,29,19
8.3,24,23
7.8,70,10
8.1,63,11
8.5,59,14
8.5,17,18
5.8,15,19
3,20,12
3.5,40,20
6.7,15,20
4.8,38,20
6.9,11,16
6.5,45,14
6.4,18,20
6.4,35,11
8.8,45,10
4,15,11
4,40,18
4,15,20
6.7,10,16
7,15,16
6.7,30,15
6.4,65,14
6.1,40,13
6.5,25,15
6.4,35,11
6,55,13
4.7,76,13
4.7,78,11
6.5,91,13
8.5,45,12
7.5,45,10
5.5,26,13
5.5,97,20
5.5,90,15
5.2,92,12
5.5,86,8
5.5,98,6
5.2,84,7
4.7,87.2,3
4.5,92,3
4.5,81,5
4.5,89,6
7,81,8
5,80,9
7.3,92,9
5.5,85,8
6,97,6
4,87,6
4.5,69,5
4.3,72,7
5.8,86,5
5.2,60,9
9.3,78,6
5.2,73,7
5.6,73,8
4.8,56,8
5.4,63,7
6.9,98,5
5.5,56,4
5.8,32,3
5.3,52,2
5,69,0
5,82,-2
5.3,92,-1
4,58,2
5.6,32,-2
5,51,6
3.9,42,9
8.8,89,11
4.5,75,7
4.9,77,6
5,60,5
5,43,5
6,35,4
6.6,44,5
6.9,56,5
7,39,2
7.3,99,2
5,57,5
7,53,1
5,34,3
7,77,2
7,43,4
5.3,25,5
5,39,3
6.5,90,4
5.5,76,2
7.1,52,1
7.4,93,2
7.6,64,4
7.4,59,7
4.8,67,5
5.2,59,5
6,29,12
4.8,73,4
5,83,3
5.8,82,3
6.4,86,2
4.7,55,4
5,60,13.6
5.8,60,14.4
6.3,55,14.7
4.8,89,17.6
5,89,16.1
5.8,70,14.6
4.8,68,14.1
5,70,11.4
5.8,60,12.3
7.7,69,12.9
7.5,80,14.4
7.8,81,15.1
7.7,92,11.3
4,90,10.9
4.3,84,11.6
4.9,80,11
4.7,64,10.8
8.4,74,12
8,78,11.9
6.9,91,10
5.4,93,9.8
3.9,96,13.8
7,83,15.2
7,78,9.7
7.5,69,10.4
7.4,84,13.5
6.5,59,15.5
5.5,60,11.7
7.5,33,10.7
7.5,77,19.3
5.4,36,16.7
5.9,47,23.4
6.7,47,25.6
6.6,78,25.1
6,65,23.4
5.3,65,23.9
6.2,78,24.6
5.6,78,24.4
5.4,78,22.5
5.8,67,24.2
6.4,67,24.4
6.7,65,23.4
6.1,65,23.7
6.1,66,21.9
6.1,67,14.7
6.3,76,16.5
6.1,76.8,17.8
6.7,76,17.2
6.8,75.9,18.3
6.1,75,17.8
7.1,64,19
6.9,72,18.9
7.2,66,17.4
7,66,17.9
7,70,18.2
7,71,17.2
7,70,19.9
7,68,19.4
7,69,21.3
7,76,18.8
7,69,20.3
7,81,14.9
7,95,18.2
7,99,17.8
4.2,71,16.2
4.2,77,17.6
13,78,18.4
8,78,16.9
7.7,71,18.6
7.3,68,15.1
7.3,73,12.6
7.7,69,12.4
8,71,8.1
6.6,68,8.7
7.3,60.6,16.4
7.9,61.7,13.8
7.6,69,13.9
7.6,77,13.6
8.3,75,14.6
5,73.6,12.7
5.3,74,10.1
8.4,78,10.6
8.5,68,6
6.9,92,8.5
6.9,77,7.2
7.1,77,10.2
6,81,9.2
8.4,78,8.7
8.3,88,10.2
8.8,78,11.6
8.7,74,9.4
7,76.9,10.9
6,74,9.3
4,77,10.2
6,75.6,11.3
7,66,8.6
6.5,66,6.5
7.2,69,5.6
8,70,4.3
8,47,0.1
8,66,2.4
8,66,2.6
6.6,65,5.9
5.9,65,6.2
7.5,67,7.3
8.2,70,9.6
6.5,71,9.4
7,69,13.2
7.4,61,13.6
8.3,70,6.1
8,70,6.5
8,69,10.7
6.9,50,9.2
7.5,50,11.2
6.8,58,8.7
7.7,59,8.5
7.8,60,8.5
8,66,5.2
8,54,0.7
6,40,0.3
7,50,3.3
7,50,6.8
7,65,2.9
6.5,67,2.2
6.5,67,5.7
6,66,4.9
6.5,66,3.9
6.7,66,4
6.9,60,1.5
5,65,4.1
7.5,65,5.3
7,66,7.3
7.4,20,8.8
6.9,69,10.6
7.2,67,5.2
6.7,79,7.2
6.7,60,5.2
6.7,83,5.3
5.9,79,2.8
6.2,93,5.8
6.2,78,2.4
6.3,78,4.4
6.6,79,9.4
5.9,77,10.1
6.3,75.9,6.1
6.3,70,6.8
6.7,72,4.1
6.5,40,9.1
6.6,69,11.3
7,70,10.5
6.4,68,9
6.3,68,11.1
5.4,69,10.4
5.8,69,14.1
5.9,68,11.6
5.8,75,10.6
6.1,75,9
7.1,65,5.5
7.5,69,7.1
6.7,71,6.3
6.7,75,10.8
6.5,72,11.1
6.6,69,12
6.5,70,14.4
6.6,67,14.8
7.8,72,12.8
7.7,74,12.6
7.5,90,15.9
6,80,13.8
6,81,0.2
6,64,5.7
7.3,67,5.1
7.8,61,14.3
7.9,58,12.8
7.3,57,13.8
7.5,70,-2
6,62,0
6,80,-1
7.3,58,9
7.5,57,8
7.2,70,5
7.3,70,5
7.4,79,9
7.2,87,10
6.3,90,9
6.5,92,6
7.5,67,7
6.5,45,6
6,65,3
6,63,3
6,49,2
6,43,4
6,35,1
6,46,0
7,65,2
7,45,2
6,55,2
6,52,2
8,70,5
8,68,3
7,46,3
6,43,1
7,62,-1
7,54,1
8,74,0
7,66,-1
7,52,1
6,46,0
6,49,6
6,48,5
7,61,6
6,50,7
6,51,10
6,63,10
6,44,13
7,79,10
6,75,15
6,62,11
7,50,10
6,77,14
6,76,12
6,70,13
4.8,56,11
6.1,58,15
6.3,65,16
4.8,37,10
6.1,38,5
6.3,48,18
5.8,59,18
6.5,64,18
7,52,13
4.9,70,19
7,55,15
7.4,54,24
7.3,56,24
6,63,18
6.5,58,24
6.1,71,24
6.6,65,22.8
5.6,61,26.2
5.8,62,13.5
7.7,52,14.8
7.9,44,8.5
7,71,15.2
8.2,53,15
7.8,53,14
8.2,50,13
6.6,63,13
7.1,58,11
6.5,51,18
6.9,50,22
7.6,50,20
7.4,70,15
6.8,74,12
6.9,78,10
7.5,38,17
5.2,53,22
5.4,56,21
5.5,54,27
5.4,54,27
5.5,58,29
5.5,53,31
4.7,57,31
6,51,31
7.7,77,31
7.3,38,30
6.6,57,33
6.7,79,33
6.1,57,33
6,50,33
5.3,37,34
5.3,54,34
6,59,33
5.3,48,32
7,53,27
6,46,33
7.7,43,30
4.9,68,22
7.5,51,28
5.3,55,25
7,68,21
8.5,56,13
6.4,60,12
6.4,79,7.3
6.4,56,7.4
6.4,57,14.4
6.4,53,18.2
4,55,20.5
5,54,24.2
5,63,23.1
5,54,14.9
5,49,20
4,53,13.1
4,82,22.3
4,67,22.2
6,70,14.4
6,68,18.5
6,73,21.1
6.4,66,21.7
6.4,68,22.3
6.4,80,21.1
6.4,80,18.1
6.4,80,18.2
6.4,69,19.2
6.4,65,20.7
5.5,59,24.4
5,65,24.1
8,78,20.3
8,62,20.3
8,69,23.2
7,60,23.2
7.6,64,18.3
7.4,64,23.1
7.9,55,18.9
6.7,74,20.1
6.2,65,23.5
6.1,62,18.9
6.6,57,19.4
6.4,52,21.8
8,57,24.4
7,53,27.7
6.7,51,26.5
9.2,51,14.4
8.4,74,17.4
9.2,53,16.9
9.5,45,24.4
8.8,54,24.9
6.9,49,26
7.3,58,28.1
2,44,29.1
7.3,44,26.7
7.8,40,30.1
7,41,23.5
5.7,36,24.7
6.7,38,25.8
7.1,36,19.6
7,65,24.6
5.7,52,25.6
6.7,44,28.8
5.3,41,30.7
5.7,49,30.9
5,53,28.1
5.7,38,21.8
7,41,21.5
6,39,20.2
5.5,69,26.1
7,71,28.6
5,71,28.7
6,61,28.4
7,56,30.1
9,48,32.7
8.7,48,31.2
8.2,48,32
7.5,43,30.6
8.6,60,27.3
9.3,61,30.8
9.2,56,32.2
8.7,79,31.8
8.6,63,30.2
9.2,61,30.2
8.6,56,21.1
8.9,54,26.7
9.1,63,25
8.4,53,27.7
9.2,51,25.9
8.9,59,25.7
9.2,50,27.4
8.7,55,29.1
9.3,60,31.6
8.7,56,25.8
9.4,77,26.7
8.9,64,27.9
9.2,70,29.9
9.2,68,28.8
8.5,71,24.1
8.9,72,26.3
7.8,60,27.6
8.7,63,24.1
8.6,55,27.5
8.6,61,27.6
8.5,62,30.4
9.2,65,32.1
8.5,62,32.2
8.6,61,33.8
8.6,57,26.3
8.5,62,32.7
9.2,64,33
8.9,73,32.9
9.2,49,29.9
9.1,44,25.3
9.4,59,25.4
8.5,44,25.7
8.9,54,25.9
8.6,49,28.3
8.9,52,31.1
8.6,54,31.6
9.2,54,26.8
8.6,54,24.9
8.6,48,29.2
8.6,56,31.7
8.9,54,32
9.2,65,32.7
8.8,71,30.3
8.9,65,31.2
8.8,64,31.5
8.6,60,28.4
9.3,59,28.4
8.7,57,25.3
9.4,72,28.1
8.9,70,29.7
9.3,46,20.1
8.6,46,22.8
8.9,48,23.2
9.1,56,15.8
8.6,47,9
9.2,47,4
7.3,37,23
6,52,20
5.4,38,19
4.7,39,17
4.6,43,12
4.9,50,17
9.1,45,11
8.2,46,18
4.7,51,10
6.5,66,10
6,49,11
5,43,8
9,52,8
5.2,62,10
9.2,59,12
7,56,10
6.6,59,12
4.7,67,17
4.1,64,20
9.2,56,14
9,60,16
8,55,17
8,64,15
8,65,16
8,67,17
7.4,55,13
8.9,51,16
8.9,72,14
9.1,53,15
9.3,43,20
7,43,25
6,57,30
6,51,24
9.4,66,21
6.5,67,22
9,73,18
7.4,52,18
6.5,49,20
8.3,62,17
7.8,60,20
8.7,48,22
9.6,51,15
9.7,59,13
10.6,57,14
9.1,49,11
9.5,64,13
9,62,10
9,52,11
9.5,54,9
8.7,90,13
9.3,80,11
9,88,15
8.5,81,14
8.2,85,10
8.8,57,13
10.1,75,15
8.7,54,13
8.8,67,9
8.7,49,9
8.8,35,11
9.2,54,13
8.8,95,11
8.9,96,12
9.4,93,14
8.2,95,11
8.2,96,20
9.8,97,21
9.2,40,19
9.4,40,16
8.9,74,18
8.6,50,18
8.8,67,15
9.1,48,13
8.4,61,24
8.9,83,22
8.9,64,20
7.8,54,18
9.7,72,19
9.1,51,17
8.2,55,13
8.2,96,14
8.8,54,14
9.6,82,12
8.9,91,12
8.9,90,12
8.2,72,20
9.2,86,13
8.3,94,15
9.1,90,17
8.5,76,14
9.3,89,12
9.1,95,17
8.1,96,18
8.9,92,14
8.8,84,12
9.8,30,14
9.3,52,12
8.6,34,10
9.3,96,9
9.1,71,7
8.2,95,4
8.6,95,5
8.7,45,10
8.5,86,9
9,35,2
7.9,33,27
9.5,64,27
9.5,61,25
9.7,95,26
9,49,26
9.3,99,19
8.7,85,24
8.6,84,19
9.9,58,19
9.5,42,23
8.7,41,20
9.5,68,20
8.4,67,15
8.7,45,21
9.1,47,18
9,63,17
8.8,63,13
9.6,46,12
8.7,40,13
8.7,36,12
8.5,58,12
8.9,46,10
8.9,37,12
8.1,32,10
9.3,72,10
11.9,68,10
8.8,48,11
8.6,40,12
9,54,14
9.6,36,7.9
8.8,91,8.7
9.1,66,22
8.6,79,20.6
8.4,69,23
8.6,94,23
8.4,94,24
8.8,93,16
9.3,91,15
9.1,60,18
9.1,84,17
9.2,75,18
8.6,57,20
8.4,70,15
9.2,48,18
8.9,97,14
9.3,57,17
7.3,45,19
9.2,59,11
9,76,9
9,66,5
9.1,67,8.2
7,51,11
7.4,82,23
6.5,42,20
7.2,70,9
7.8,75,10
7.2,67,6
6,56,10
8.7,59,9
9,59,13
7.8,43,7
7.2,51,9
7.2,45,15
8.9,39,14
8.7,46,16
9.2,85,24
9,84,22
7.2,83,23
8.2,84,14
8.3,83,15
6.9,73,17
8.2,79,11
7.9,84,11
