pH,Humidity,Air Temp,Plant Type
4.8,24,28,Unknown
7.5,29,28,Unknown
4.7,13,29,Unknown
4.5,24,29,Unknown
7,21,28,Unknown
6,24,29,Unknown
7.8,24,30,Drought-Resistant Plants
9.3,37,30,Unknown
7.2,35,30,Unknown
9.7,28,30,Unknown
7.1,23,31,Unknown
8.7,33,30,Drought-Resistant Plants
7.8,22,30,Drought-Resistant Plants
5,26,29,Unknown
8.2,26,29,Unknown
7.9,32,29,Unknown
4,23,27,Unknown
5.5,23,27,Unknown
6.5,32,28,Unknown
6,37,27,Unknown
8,17,30,Unknown
6.5,37,31,Unknown
6,33,30,Unknown
6,30,29,Unknown
6,29,29,Unknown
6,22,29,Unknown
8,25,29,Unknown
8,38,28,Unknown
4.5,24,29,Unknown
7,26,28,Unknown
6,25,29,Unknown
8,37,29,Unknown
7.5,28,28,Unknown
7.2,27,27,Unknown
7.5,28,27,Unknown
8,27,25,Unknown
6,28,26,Unknown
6.5,23,28,Unknown
5.5,18,29,Unknown
7.5,19,29,Unknown
6,27,28,Unknown
6.5,46,28,Unknown
6,22,30,Unknown
6.5,24,29,Unknown
4,22,29,Unknown
8,26,29,Unknown
8,28,27,Unknown
8,22,28,Unknown
6.5,18,29,Unknown
6.5,17,30,Unknown
6,23,27.5,Unknown
5.5,21,25.5,Unknown
8,22,28,Unknown
7.4,19,27.5,Unknown
5.8,21,28.5,Unknown
7,24,27.5,Unknown
6.5,22,29.5,Unknown
6.5,32,29.5,Unknown
6,32,28,Unknown
8,29,29,Unknown
8,29,28.5,Unknown
8,28,31,Drought-Resistant Plants
4.5,23,31,Unknown
7.5,28,31.5,Drought-Resistant Plants
5.5,29,31.5,Unknown
8.6,28,30.5,Drought-Resistant Plants
5.4,35,30.5,Unknown
5.7,33,31.5,Unknown
5,30,30.5,Unknown
7.4,24,31,Unknown
4.3,32,30,Unknown
4.2,26,31,Unknown
4.8,30,28.5,Unknown
6.3,37,27.5,Unknown
6,35,25.5,Unknown
6.2,35,27,Unknown
5.7,39,30.5,Unknown
5.6,38,27.5,Unknown
7,36,23.5,Unknown
7.2,38,22.5,Unknown
7.4,34,30,Unknown
8.2,27,25.5,Unknown
8.7,31,27,Unknown
6,27,26.5,Unknown
6.5,28,27.5,Unknown
6,35,28.5,Unknown
6.1,55,29,Unknown
5.7,65,30,Unknown
6.2,42,30.5,Unknown
8.5,33,30.5,Drought-Resistant Plants
7.5,38,29.5,Unknown
7.7,29,30,Drought-Resistant Plants
8.9,32,30.5,Drought-Resistant Plants
9.2,27,29,Unknown
9.2,28,30.5,Unknown
9.3,34,30.5,Unknown
9.2,52,31,Unknown
5.4,48,31.5,Unknown
6.8,55,30,Warm-Season Fruits and Vegetables
9.5,44,29.5,Unknown
9.1,26,28,Unknown
9.6,25,27,Unknown
7,33,27,Unknown
7,17,28.5,Unknown
7,22,29.5,Unknown
5,25,30,Unknown
6.5,32,30.5,Unknown
6.5,33,30.5,Unknown
7.2,28,30,Unknown
7.5,22,32.5,Drought-Resistant Plants
7.4,47,31,Unknown
8.3,47,30.5,Unknown
8.4,38,30.5,Drought-Resistant Plants
8.2,45,31,Unknown
8.1,34,31,Drought-Resistant Plants
8.1,42,30,Unknown
8.3,38,29,Unknown
8.6,35,30,Drought-Resistant Plants
7.6,30,30,Drought-Resistant Plants
7.6,36,31,Drought-Resistant Plants
7.3,33,31.5,Unknown
7.7,27,31,Drought-Resistant Plants
7.6,32,31,Drought-Resistant Plants
7.6,35,30,Drought-Resistant Plants
8,42,30,Unknown
8.5,30,29.5,Unknown
9.1,37,29.5,Unknown
9.5,55,29.5,Unknown
7.6,42,30,Unknown
7.3,49,30.5,Unknown
7.6,41,29.5,Unknown
7.2,46,31,Unknown
8.2,35,31.5,Drought-Resistant Plants
8.3,21,32.5,Drought-Resistant Plants
4.8,35,31.5,Unknown
7.8,35,31.5,Drought-Resistant Plants
7.3,33,30.5,Unknown
7.7,35,30.5,Drought-Resistant Plants
7.8,41,30.5,Unknown
8,38,30,Drought-Resistant Plants
7,42,27,Warm-Season Fruits and Vegetables
6.9,38,25,Unknown
8.5,35,26,Unknown
7.6,38,29.5,Unknown
8.4,48,28.5,Unknown
8.1,45,28.5,Unknown
7.3,44,29.5,Warm-Season Fruits and Vegetables
7.3,42,30,Warm-Season Fruits and Vegetables
7.6,38,28.5,Unknown
7.6,40,27.5,Unknown
7.2,52,27,Warm-Season Fruits and Vegetables
7.5,58,27,Warm-Season Fruits and Vegetables
7.6,47,30,Unknown
7.3,45,29,Warm-Season Fruits and Vegetables
8.2,48,28.5,Unknown
8.3,65,28.5,Unknown
8.3,66,28.5,Unknown
7.6,65,28.5,Unknown
6.3,66,30,Unknown
8.4,47,30.5,Unknown
8.3,44,27.5,Unknown
7.6,53,28,Unknown
8.2,85,28,Unknown
7.5,55,28.5,Warm-Season Fruits and Vegetables
8.4,38,28.5,Unknown
7.5,44,28.5,Warm-Season Fruits and Vegetables
7.5,45,29,Warm-Season Fruits and Vegetables
8,43,30,Unknown
7.1,36,30.5,Unknown
7.5,32,28.5,Unknown
6.9,33,29.5,Unknown
7.4,28,30,Unknown
6.7,31,29,Unknown
4.6,27,25.5,Unknown
4.4,33,23,Unknown
5.5,35,23,Unknown
5.5,37,23,Unknown
4,33,22,Unknown
5,45,22.5,Unknown
5,76,23.5,Unknown
6,35,23.5,Unknown
6,35,24.5,Unknown
5,32,25,Unknown
5,45,25.5,Unknown
6,24,27,Unknown
5.7,35,28,Unknown
6,33,28,Unknown
5.7,19,29,Unknown
6,26,28.5,Unknown
5,26,29.5,Unknown
5.7,43,29.5,Unknown
6,15,29.5,Unknown
3,20,28.4,Unknown
3,16,25.5,Unknown
3,67,23.3,Unknown
6.3,40,25,Unknown
6,39,24.6,Unknown
6,43,22.1,Unknown
6,34,22.1,Unknown
6,36,22.2,Unknown
6,46,22.8,Unknown
7,40,15,Herbs and Aromatic Plants
5.3,21.9,19.8,Unknown
5.3,25.3,22.4,Unknown
6,27,12,Unknown
7,27,16.7,Unknown
6,23,15.5,Unknown
6,19,18,Unknown
6,19,19.1,Unknown
6,20,22.1,Unknown
6,43,10,Leafy Greens and Root Vegetables
4,26,17.7,Unknown
4,40,20.2,Unknown
4,42,19,Unknown
4,19,21,Unknown
5,26,18.6,Unknown
5,15,17.9,Unknown
5,41,18.2,Unknown
5,15,15.1,Unknown
5,19,20,Unknown
5.5,15,29.9,Unknown
7.3,12,21,Unknown
7.2,10,23,Unknown
5,10,22,Unknown
4.9,11,27,Unknown
4.9,11,28,Unknown
4.8,10,9,Unknown
4.7,10,9,Unknown
4.7,10,6,Unknown
4.6,10,18.2,Unknown
4.6,10,18.2,Unknown
6.6,10,27.4,Unknown
6.5,10,14,Unknown
6.5,10,27,Unknown
2.9,11,20,Unknown
8,15,20,Unknown
7.5,10,20,Unknown
7,10,22,Unknown
8.1,10,21,Unknown
8,12,24,Unknown
7,13,23,Unknown
7,10,23,Unknown
4.8,10,5.5,Unknown
6.3,10,24.5,Unknown
8.2,10,25.7,Unknown
7,10,33,Unknown
5,7,34.1,Unknown
7,10,28.1,Unknown
6,10,39,Unknown
7,10,14,Unknown
7,10,9.8,Unknown
7,10,9.3,Unknown
5.1,14,12.2,Unknown
6.2,16,15,Unknown
6.1,59.3,20,Leafy Greens and Root Vegetables
6.3,80,17.9,Unknown
5.3,96,18.1,Unknown
5.4,100,13.4,Unknown
6,88,11.9,Unknown
8.5,98,13.3,Unknown
8,81,11.6,Unknown
6.5,71,19.3,Unknown
6.7,66,22.3,Warm-Season Fruits and Vegetables
6,70,24.4,Unknown
7,86,20,Unknown
6,92,25.8,Tropical and Wetland Plants
7.5,75,26.3,Unknown
6,89,28.3,Tropical and Wetland Plants
7.5,83.6,27.6,Unknown
5,93,18.5,Unknown
6,96,21.8,Unknown
7,91,17.7,Unknown
7.3,70,18.2,Unknown
7.7,59.1,21.5,Herbs and Aromatic Plants
6.5,66.3,21.5,Unknown
7.6,54,24.9,Herbs and Aromatic Plants
7.9,22,15.9,Unknown
7.4,67.7,15.9,Unknown
6.3,63.7,13.8,Unknown
7,59.2,18.8,Herbs and Aromatic Plants
5.8,70,18.9,Unknown
6,69.6,16.2,Unknown
7.5,69.6,21.5,Warm-Season Fruits and Vegetables
7,56.5,21.5,Warm-Season Fruits and Vegetables
6.5,45,22.5,Unknown
6,31.5,22.6,Unknown
8,46.8,20.8,Herbs and Aromatic Plants
8,77,18.5,Unknown
8.5,57,17.1,Unknown
6.9,81,18.6,Unknown
6.7,77,20.1,Unknown
8,81,12.8,Unknown
7.5,92,9.6,Unknown
7.4,28,12.9,Unknown
6.2,29,12.9,Unknown
7,29,12.2,Unknown
7,39,9.4,Unknown
7,39,13.3,Unknown
5.1,37,8,Berries and Evergreens
7,37,10.6,Unknown
7,55,7.2,Unknown
6,55,7.3,Unknown
7,57,6.9,Unknown
7,57,5,Unknown
7,60,2.2,Unknown
7,60,6.4,Unknown
7,57,3.9,Unknown
7.5,31,9.9,Unknown
7,31,1.3,Unknown
7,40,2.8,Unknown
8,40,2,Unknown
7.5,43,1,Unknown
7,43,3,Unknown
7,31,1.3,Unknown
7,31,1.5,Unknown
5.3,39,3,Berries and Evergreens
6,39,2,Unknown
5.5,34,-1,Unknown
4.9,34,0,Berries and Evergreens
6.2,52,4,Unknown
6.2,65,3,Unknown
5.5,65,2,Unknown
5.7,15,2,Unknown
6.2,15,4,Unknown
6.2,58,6.5,Unknown
6.9,58,7,Unknown
6,10,6,Unknown
6.5,10,11,Unknown
5.4,12,7,Unknown
4.5,67,26,Unknown
6.5,21,14.7,Unknown
6,21,7.4,Unknown
6,56,6.8,Unknown
4,25,8.1,Berries and Evergreens
4.7,25,7.1,Berries and Evergreens
6,14,7.1,Unknown
5.1,14,9.5,Unknown
6.3,14,3.3,Unknown
7,14,3.8,Unknown
7.5,10,3.6,Unknown
7.5,10,3.6,Unknown
7.3,67,1.8,Unknown
7.6,67,3.2,Unknown
7.6,55,3,Unknown
5.2,55,6.3,Unknown
8.2,61,9.4,Unknown
8.5,66,11.2,Unknown
8.5,66,11.2,Unknown
8.8,58,11.6,Unknown
8.6,58,13.2,Unknown
8.7,57,11.1,Unknown
8.6,16,10,Unknown
8.5,16,9.6,Unknown
7.2,18,11.1,Unknown
7.4,18,8.7,Unknown
7,56,12.4,Unknown
7.9,64,11.5,Unknown
8.4,53,12,Unknown
7.2,59,8.8,Unknown
7.5,62,9.6,Unknown
7.5,20,17,Unknown
8,20,17.2,Unknown
6.5,17,16.1,Unknown
8.2,22,12.5,Unknown
9.3,35,19.8,Unknown
6.1,50,19.9,Leafy Greens and Root Vegetables
8.6,40,15.3,Unknown
7.5,26,15.8,Unknown
9,40,14.3,Unknown
8.9,65,14.2,Unknown
8.1,37,16.9,Unknown
7.3,46,14.4,Unknown
8,20,14.5,Unknown
8.3,33,17.2,Unknown
8.8,49,15,Unknown
8.5,49,14.7,Unknown
5.5,22,18.2,Unknown
6.8,20,16.9,Unknown
6.7,16,15.2,Unknown
4.8,39,13.2,Unknown
5,25,12.4,Unknown
4,54,10.8,Unknown
5,48,9.1,Unknown
5,32,5,Berries and Evergreens
4,32,5.2,Berries and Evergreens
5,71,10.3,Unknown
5,22,7.3,Berries and Evergreens
5,23,6.6,Berries and Evergreens
5,37,10.9,Unknown
7,42,17.9,Herbs and Aromatic Plants
7,83,12.4,Unknown
7.1,46,12.3,Unknown
6.9,64,14,Unknown
8.6,54,10.6,Unknown
9.2,41,8.8,Unknown
6.9,20,8.7,Unknown
6.8,36,13.5,Unknown
6.6,86,14,Unknown
6.6,86,10.6,Unknown
6.4,57,8.8,Unknown
6.6,33,14.3,Unknown
6.1,24,9.9,Unknown
6.9,25,7.3,Unknown
6.6,39,11.8,Unknown
6.2,67,12.8,Unknown
7,88,5.9,Unknown
6.7,38,8.3,Unknown
6.5,47,34.9,Unknown
4.6,80,41.5,Unknown
3.7,63,35.1,Unknown
6,35,35.9,Unknown
6,32,36,Unknown
6.5,21,24,Unknown
7,30,34,Unknown
6.5,19,34.5,Unknown
6.5,37,36,Unknown
6.5,86,36,Unknown
6.5,90,33,Tropical and Wetland Plants
6.5,49,33,Unknown
5,23,34.5,Unknown
7.5,86,34.5,Unknown
3.2,62,30,Unknown
3,36,30,Unknown
3.2,72,34,Unknown
3.9,37,34,Unknown
4.7,76,34,Unknown
4.6,89,33,Unknown
2.9,53,33,Unknown
3.8,70,34,Unknown
3.4,61,34,Unknown
3.8,44,35,Unknown
2.9,54,35,Unknown
2.9,34,37,Unknown
3.4,24,37,Unknown
3.4,81,33,Unknown
4,70,35,Unknown
3.3,51,35,Unknown
3.2,49,34,Unknown
3.6,56,36.2,Unknown
3.7,60,36,Unknown
5.5,47,36,Unknown
6.5,66,33,Unknown
5,75,33,Unknown
4,53,34,Unknown
4.3,44,34,Unknown
7.6,65,37,Unknown
7.7,72,33,Unknown
8.1,70,33,Unknown
6.7,56,42,Unknown
6,70,37,Unknown
6,73,37,Unknown
5,77,34,Unknown
7.3,59,36,Unknown
7.4,82,35,Unknown
7.7,68,35.1,Unknown
7.7,68,10.9,Unknown
7.7,59,11.4,Unknown
7.8,60,17.8,Herbs and Aromatic Plants
7.5,70,20.2,Warm-Season Fruits and Vegetables
6,78,22.5,Unknown
5,69,14,Unknown
6,75,12.4,Unknown
5,68,18.8,Unknown
8,53,16.7,Herbs and Aromatic Plants
6,54,13.4,Leafy Greens and Root Vegetables
7,46,11.1,Unknown
8,58,11.1,Unknown
6,65,18,Unknown
5.3,61,17.9,Unknown
5,81,10.1,Unknown
6,83,21.1,Unknown
7,78,15.6,Unknown
7,71,21,Unknown
8,73,25.8,Unknown
5.2,60,24.1,Unknown
7,57,26.1,Warm-Season Fruits and Vegetables
7.2,25,22.8,Unknown
7.5,36,20.1,Unknown
6,34,23.6,Unknown
8,41,27.7,Unknown
9,49,29.1,Unknown
9,44,22.9,Unknown
6,48,15.6,Leafy Greens and Root Vegetables
6,49,17.5,Leafy Greens and Root Vegetables
5,23,16.7,Unknown
6,25,21.2,Unknown
5.5,35,23,Unknown
8.7,36,24.7,Unknown
8.6,55,27.3,Unknown
6,54,27,Unknown
7.7,45,23.8,Herbs and Aromatic Plants
8.3,23,27.5,Unknown
8.7,30,27.2,Unknown
6.5,33,28.8,Unknown
5.9,41,24.6,Unknown
6.6,32,24.7,Unknown
6.6,43,26.9,Warm-Season Fruits and Vegetables
7.2,37,19.1,Unknown
7,43,25.8,Warm-Season Fruits and Vegetables
6.5,46,23.3,Unknown
7.5,46,23.3,Warm-Season Fruits and Vegetables
7.5,36,22.2,Unknown
7.8,55,18.9,Herbs and Aromatic Plants
7.8,56,24.1,Herbs and Aromatic Plants
7.3,47,23.1,Warm-Season Fruits and Vegetables
7.1,40,27.9,Warm-Season Fruits and Vegetables
7.3,42,26.7,Warm-Season Fruits and Vegetables
8,31,16.9,Unknown
7.3,73.4,15.9,Unknown
7,80,25.2,Tropical and Wetland Plants
7,82,27.2,Tropical and Wetland Plants
7.2,69,26.8,Warm-Season Fruits and Vegetables
7,77,22.9,Unknown
7.2,55,25.8,Warm-Season Fruits and Vegetables
7,60.6,25.8,Warm-Season Fruits and Vegetables
7,85,25.1,Tropical and Wetland Plants
7.1,65.2,23.7,Warm-Season Fruits and Vegetables
6,51.2,14.1,Leafy Greens and Root Vegetables
6,78,10.8,Unknown
6,62.1,14.1,Unknown
6.5,59,13.8,Leafy Greens and Root Vegetables
5,61.1,7.1,Unknown
6.4,50.5,3,Unknown
6.4,51.6,3.9,Unknown
6.4,50.2,21.6,Unknown
6.4,61.7,21.6,Unknown
6.4,47,23.7,Unknown
6.4,54.2,20.4,Unknown
6.4,73.8,28.3,Tropical and Wetland Plants
6.4,3.7,24.8,Unknown
6.4,66.6,23.7,Unknown
6.4,3,29.1,Unknown
6.4,71.2,5.4,Unknown
6.4,15,6.8,Unknown
5,49.4,-2.3,Unknown
5,51.7,2.3,Unknown
5,72.1,2.6,Unknown
4,47.4,13.6,Unknown
4,62.1,20.2,Unknown
4,57.4,18.2,Unknown
6.4,79.6,13.3,Unknown
6.9,56,1.1,Unknown
6.6,100,2.7,Unknown
6.3,50,19.5,Leafy Greens and Root Vegetables
6.7,42.3,17.9,Unknown
5,3,10.3,Unknown
6,58.5,3.4,Unknown
9,52.2,6,Unknown
7.5,62.1,10.7,Unknown
8,3,-6.8,Unknown
7,45.5,-6.1,Unknown
6,29.7,16.2,Unknown
7.5,100,20.9,Unknown
7,93.6,24.2,Unknown
6,3,6.3,Unknown
7.9,100,13.5,Unknown
6,100,19.9,Unknown
6.4,19.5,30.6,Unknown
6.4,89.9,31.4,Tropical and Wetland Plants
6.4,42,30.3,Unknown
6.4,100,21.6,Unknown
6.4,19.5,33.6,Unknown
8.3,58,26.6,Unknown
8.3,100,27.8,Unknown
8.3,45.5,24.2,Unknown
8.3,19.5,29.6,Unknown
7.5,68,28,Warm-Season Fruits and Vegetables
7.3,31,18,Unknown
6,15,16,Unknown
7.5,5.9,17.8,Unknown
5.3,62.3,36,Unknown
5,54,31,Unknown
5,50.2,26,Unknown
5,65.7,24.4,Unknown
4,45.5,16,Unknown
4,46.9,21,Unknown
4,100,23,Unknown
6.4,77.9,12.2,Unknown
6.4,71,12.2,Unknown
6.4,62,16.1,Unknown
6.4,76,17,Unknown
6.4,72,23,Unknown
6.8,63,19,Unknown
6.8,59,13,Unknown
6.8,66.5,9,Unknown
6.8,75,16,Unknown
6.8,75,7,Unknown
6.8,53,9,Unknown
6.4,64.3,10,Unknown
6.4,48.4,15,Leafy Greens and Root Vegetables
6.4,49.9,21,Unknown
6.4,46.7,21,Unknown
6.4,56.3,24,Unknown
6.3,43.7,21.6,Unknown
6,50.6,27.7,Unknown
6,78.4,21.7,Unknown
5,45.8,19.9,Unknown
6.6,60.1,25.7,Warm-Season Fruits and Vegetables
6.9,63.6,27.8,Warm-Season Fruits and Vegetables
5,25,21.8,Unknown
5,25,20.5,Unknown
5,26,16.3,Unknown
4,37,35.3,Unknown
4,17,31.8,Unknown
4,17,28.4,Unknown
7,9,20.6,Unknown
7,32,20.9,Unknown
7,10,23.7,Unknown
7,8,25.8,Unknown
6,9,17.7,Unknown
7,8,20.8,Unknown
7,12,21.4,Unknown
7,12,23.9,Unknown
7,12,26.3,Unknown
7,9,30.1,Unknown
6.4,13,25.3,Unknown
6.4,12,19.6,Unknown
6.4,12,21.7,Unknown
6.4,12,25.5,Unknown
6.4,12,27.4,Unknown
6,12,30.1,Unknown
6,12,26,Unknown
6.5,8,23.8,Unknown
6.5,7,21.9,Unknown
6,7,23.4,Unknown
6,9,23.1,Unknown
6.5,9,25.2,Unknown
6.5,8,31.1,Unknown
6,8,33.7,Unknown
6,8,36.5,Unknown
6,8,36.6,Unknown
6,9,27.2,Unknown
6.5,7,23.9,Unknown
6.5,9,22.7,Unknown
6,8,20.1,Unknown
6,12,21.5,Unknown
6.5,12,21.6,Unknown
6.5,12,24.2,Unknown
6,12,24.6,Unknown
6,7,29.7,Unknown
7.2,9,32.7,Unknown
7.5,8,29.9,Unknown
7.5,9,35.5,Unknown
7.8,8,40.1,Unknown
7.8,8,33.2,Unknown
7.2,8,22.7,Unknown
7.8,8,25.1,Unknown
8,8,29.7,Unknown
7.6,7,25.8,Unknown
7.5,7,23.2,Unknown
7,7,24.9,Unknown
7.5,6,23.4,Unknown
7.5,8,23.6,Unknown
6,7,24.5,Unknown
7,7,20.2,Unknown
7,7,16.7,Unknown
7,7,18.2,Unknown
7,7,19.5,Unknown
7.5,7,23.1,Unknown
7.5,7,23.2,Unknown
7.5,10,29.5,Unknown
7,11,32.3,Unknown
7,12,21,Unknown
7.5,12,21.9,Unknown
7,16,22.8,Unknown
7.5,19,25.4,Unknown
7.5,19,30,Unknown
7,18,34.2,Unknown
7,18,34.5,Unknown
7,18,18.4,Unknown
7,18,18.4,Unknown
7,16,14.1,Unknown
7.8,21,18.7,Unknown
7.7,15,24.6,Unknown
7.5,16,24.9,Unknown
7.9,16,28,Unknown
8.1,29,33.3,Drought-Resistant Plants
7.9,29,27.2,Unknown
7.8,30,32.7,Drought-Resistant Plants
7.2,30,29.5,Unknown
7.6,30,28.7,Unknown
8.2,16,17.6,Unknown
7.9,16,21.5,Unknown
6.3,16,22.7,Unknown
5.7,16,26.7,Unknown
6.4,16,18.5,Unknown
6,16,19.6,Unknown
7.1,16,21.3,Unknown
7,16,24.9,Unknown
8.5,16,28.2,Unknown
8.6,16,31.7,Unknown
7.9,16,22.1,Unknown
7.7,30,17.7,Unknown
7.8,32,23.1,Unknown
8.3,8,27.8,Unknown
7.8,32,28.1,Unknown
7.7,30,32.2,Drought-Resistant Plants
7.7,32,28.4,Unknown
8,30,23.4,Unknown
8.5,30,18.8,Unknown
8.3,30,21.4,Unknown
7.1,30,22.4,Unknown
6,31,26,Unknown
7,32,32.8,Unknown
6.5,32,32.9,Unknown
7,32,34,Unknown
7.2,32,34.3,Unknown
8.2,25,22.7,Unknown
8.5,30,19,Unknown
7.8,29,23.8,Unknown
7.9,29,26.5,Unknown
7.8,29,30.1,Drought-Resistant Plants
7.9,32,33.6,Drought-Resistant Plants
7.8,19,30.7,Unknown
7.9,16,36.8,Unknown
7.4,16,40,Unknown
7.8,16,30.4,Unknown
8.4,16,21.7,Unknown
8.1,16,24,Unknown
6.7,16,29.9,Unknown
5.8,31,25.4,Unknown
6.7,32,25,Unknown
6.2,32,27.3,Unknown
7.4,29,12,Unknown
7.5,30,16,Unknown
8,28,19.1,Unknown
8.3,28,19,Unknown
7.6,27,20.5,Unknown
7.5,30,16.6,Unknown
7,75,17.5,Unknown
8,49,17.5,Herbs and Aromatic Plants
8,43,18.2,Herbs and Aromatic Plants
7,44,18.2,Herbs and Aromatic Plants
7,46,17,Herbs and Aromatic Plants
8,40,22.7,Herbs and Aromatic Plants
7,40,15.2,Herbs and Aromatic Plants
7,54,12.5,Unknown
8,40,16.9,Herbs and Aromatic Plants
7.5,29,19.1,Unknown
7.5,28,14.9,Unknown
8,29,12.6,Unknown
7.6,17,11.6,Unknown
7.5,20,10.2,Unknown
7.4,14,10.5,Unknown
6.6,41,6.1,Unknown
6.6,31,4.7,Unknown
6.6,16,6.9,Unknown
6.6,97,11.3,Unknown
6.7,35,10.1,Unknown
8,21,11.9,Unknown
8,35,8.2,Unknown
8,28,9,Unknown
8,15,17.8,Unknown
8,18,6.5,Unknown
6.7,16,9,Unknown
6.7,15,6.8,Unknown
6.7,10,20,Unknown
6.6,14,16,Unknown
6.7,23,11.8,Unknown
8,28,13.5,Unknown
8,20,3.3,Unknown
8,14,12.9,Unknown
8,13,9.6,Unknown
8,46,10.9,Unknown
5,25,10.8,Unknown
5,26,12,Unknown
5,70,5.3,Unknown
4,89,10.9,Unknown
4,38,8.3,Berries and Evergreens
4,31,7.3,Berries and Evergreens
6.4,33,11.8,Leafy Greens and Root Vegetables
6.4,37,11.4,Leafy Greens and Root Vegetables
6.4,50,9.8,Unknown
6.4,34,7.9,Unknown
6.4,28,6.4,Unknown
7,44,5.6,Unknown
7,43,11.2,Unknown
1.5,29,8.8,Unknown
6.4,54,12.4,Leafy Greens and Root Vegetables
6.4,53,11.4,Leafy Greens and Root Vegetables
6.4,31,8.8,Unknown
6.4,40,12.2,Leafy Greens and Root Vegetables
6.4,32,10.6,Leafy Greens and Root Vegetables
8.3,18,10,Unknown
8,16,20.3,Unknown
7,19,16.4,Unknown
7,19,21.6,Unknown
7,19,15.4,Unknown
6.8,89,21.3,Unknown
7.2,18,25,Unknown
7.2,17,17.6,Unknown
7,17,15.4,Unknown
7,15,22.2,Unknown
5,42,16,Unknown
5,31,9.2,Berries and Evergreens
6,20,7.5,Unknown
5,20,11.3,Unknown
5,24,20,Unknown
5,24,20.1,Unknown
4,40,23.6,Unknown
4,42,22.6,Unknown
4,28,24.2,Unknown
7,22,24,Unknown
7,19,17,Unknown
7,17,19.8,Unknown
7,24,22.2,Unknown
6,20,23.7,Unknown
7,20,23,Unknown
7,20,28.1,Unknown
7,17,23.2,Unknown
6,16,20.5,Unknown
7,20,27.5,Unknown
6,18,23,Unknown
6,17,22.7,Unknown
6,37,26.3,Unknown
6,23,21.4,Unknown
7.9,58,16.7,Herbs and Aromatic Plants
7.9,26,19.3,Unknown
7,20,24.9,Unknown
7,18,23.4,Unknown
7,56,25.3,Warm-Season Fruits and Vegetables
8,31,25.8,Unknown
7,22,21.9,Unknown
7,17,22.9,Unknown
6.8,16,14.3,Unknown
6.7,8,20.1,Unknown
6.8,14,23.2,Unknown
7,21,21.6,Unknown
6,26,20.1,Unknown
7,23,20.7,Unknown
9,16,25.6,Unknown
9,15,23,Unknown
9,15,23.8,Unknown
9,17,23.4,Unknown
6.8,23,25.9,Unknown
6.6,17,27,Unknown
6.5,46,27.8,Unknown
6.5,30,29.8,Unknown
6.5,5,29.8,Unknown
7,13,30.9,Unknown
7,7,30.1,Unknown
7,12,27,Unknown
7,15,28.8,Unknown
6.8,12,26.6,Unknown
6.8,21,31.1,Unknown
6.8,10,28.2,Unknown
6.8,12,30.2,Unknown
6.7,24,28.6,Unknown
6.3,17,23.4,Unknown
7,18,26.3,Unknown
6,13,33.1,Unknown
7,30,34.4,Unknown
6,40,31.5,Unknown
7,26,32.2,Unknown
7,28,33.6,Unknown
8,75,28.6,Unknown
8,72,23.1,Unknown
8,41,25.1,Unknown
6.8,25,28.3,Unknown
6.7,48,28.6,Warm-Season Fruits and Vegetables
7,24,27.9,Unknown
7,50,31.3,Unknown
6.5,31,32.1,Unknown
8,13,33.3,Unknown
7.5,17,33.9,Unknown
7,21,33.8,Unknown
7,19,33.9,Unknown
7,34,8.9,Unknown
7,33,29.9,Unknown
7.5,16,27.9,Unknown
7,38,29.4,Unknown
7,22,23.9,Unknown
7,18,25.3,Unknown
7,41,27.7,Warm-Season Fruits and Vegetables
7,23,30.3,Unknown
7,51,26.6,Warm-Season Fruits and Vegetables
7,20,22.4,Unknown
7,16,21.7,Unknown
7,18,23.2,Unknown
7.1,14,26.4,Unknown
6.6,17,32.1,Unknown
5,16,32.3,Unknown
6,15,27.9,Unknown
5.5,17,27.6,Unknown
7.5,18,28,Unknown
6.5,22,26.4,Unknown
6.5,18,25.4,Unknown
7.5,22,32.1,Drought-Resistant Plants
6.5,20,31.1,Unknown
7,20,31.3,Unknown
6.5,12,31.2,Unknown
6.5,13,26.7,Unknown
6,10,30.3,Unknown
6.3,13,26.7,Unknown
6.7,13,21.7,Unknown
6.3,18,26.2,Unknown
6,26,26.2,Unknown
6.2,21,29.7,Unknown
7.3,26,13.3,Unknown
7.7,22,13.3,Unknown
8.3,23,15.1,Unknown
7.3,20,14.5,Unknown
6,19,11.2,Unknown
6.3,23,14,Unknown
7.7,16,11.2,Unknown
6,18,13.6,Unknown
6.3,18,10.1,Unknown
7,16,6.9,Unknown
7.7,18,9.1,Unknown
7,15,9.1,Unknown
5.5,20,10.7,Unknown
8.9,17,9.3,Unknown
8.7,18,7.9,Unknown
6,18,12.7,Unknown
4.5,19,11.4,Unknown
5,17,9.5,Unknown
5.1,25,9.2,Berries and Evergreens
5,26,5.3,Berries and Evergreens
7.1,17,8.1,Unknown
6,31,1.5,Unknown
6,34,-0.7,Unknown
6.7,39,1.7,Unknown
6.9,23,8.4,Unknown
7.2,26,11.7,Unknown
7.2,26,8,Unknown
7.1,27,12,Unknown
7.1,11,6.1,Unknown
7.8,25,4.4,Unknown
8,32,5,Unknown
7,19,6.4,Unknown
7.3,30,15.3,Unknown
7.9,26,11.3,Unknown
7.7,29,14.3,Unknown
7.8,31,9.5,Unknown
6.8,31,9.2,Unknown
7.4,27,8,Unknown
9.3,23,7.9,Unknown
6.5,23,12.2,Unknown
7.5,25,9.2,Unknown
